rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
9255,Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0.0,0.01,0.14
9256,Let's Cheer,X360,2011,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14
9257,Happy Feet,Wii,2006,Action,Midway Games,0.12,0.0,0.0,0.01,0.14
9258,In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
9259,Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.0,0.0,0.14,0.0,0.14
9260,Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
9261,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14
9262,SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0.0,0.02,0.0,0.12,0.14
9263,BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14
9264,Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0.0,0.02,0.14
9265,Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
9266,Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe,0.0,0.12,0.0,0.02,0.14
9267,The X-Factor,PS3,2010,Misc,Deep Silver,0.0,0.1,0.0,0.03,0.14
9268,Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14
9269,Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.11,0.01,0.0,0.01,0.14
9270,Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.14
9271,Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.13,0.0,0.0,0.01,0.14
9272,G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14
9273,Football Manager 2014,PSV,2013,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9274,BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14
9275,Touch My Katamari,PSV,2011,Puzzle,Namco Bandai Games,0.08,0.04,0.0,0.02,0.14
9276,MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0.0,0.01,0.14
9277,Houshinengi,PS,1998,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14
9278,7th Dragon,DS,2009,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
9279,Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14
9280,LEGO Island Xtreme Stunts,GBA,2002,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14
9281,Cruise Ship Vacation Games,Wii,2009,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.14
9282,Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.09,0.03,0.0,0.02,0.14
9283,Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9284,Learn Math,DS,2009,Puzzle,DreamCatcher Interactive,0.13,0.0,0.0,0.01,0.14
9285,Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14
9286,Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
9287,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9288,UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9289,Hot Wheels: World Race,GBA,2003,Racing,THQ,0.1,0.04,0.0,0.0,0.14
9290,MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.11,0.0,0.0,0.02,0.14
9291,Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.14
9292,Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14
9293,NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14
9294,Shining Resonance,PS3,2014,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
9295,World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9296,Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9297,Let's Play Ballerina,DS,2010,Sports,Deep Silver,0.13,0.0,0.0,0.01,0.14
9298,Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,0.11,0.02,0.0,0.01,0.14
9299,Apex,XB,2003,Racing,Atari,0.1,0.03,0.0,0.0,0.14
9300,Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9301,Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14
9302,Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9303,Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14
9304,Open Season,DS,2006,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.14
9305,Guilty Gear,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14
9306,Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14
9307,Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.14
9308,Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.14
9309,World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,505 Games,0.12,0.0,0.0,0.01,0.14
9310,Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9311,NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9312,Disney's Cinderella: Magical Dreams,GBA,,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
9313,Top Shot Arcade,Wii,2011,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
9314,Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.14
9315,Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.02,0.1,0.0,0.01,0.14
9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14
9317,Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14
9318,Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.11,0.01,0.0,0.01,0.14
9319,Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14
9320,007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0.0,0.01,0.14
9321,Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14
9322,ESPN MLB Baseball,XB,2004,Sports,Sega,0.1,0.03,0.0,0.0,0.14
9323,NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0.0,0.01,0.14
9324,Little League World Series Baseball 2009,DS,2009,Sports,Activision,0.13,0.0,0.0,0.01,0.14
9325,Gladius,XB,2003,Strategy,Activision,0.1,0.03,0.0,0.0,0.14
9326,Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14
9327,Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9328,Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14
9329,Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.12,0.0,0.0,0.01,0.14
9330,Quick Yoga Training,DS,2008,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9331,Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.13
9332,Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0.0,0.02,0.13
9333,Spy Hunter 2,XB,2003,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13
9334,Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0.0,0.12,0.0,0.02,0.13
9335,Backyard Soccer,PS,2001,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13
9336,Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
9337,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13
9338,Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9339,Medalot 7,3DS,2012,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13
9340,Bio FREAKS,PS,1998,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13
9341,Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9342,Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13
9343,MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13
9344,NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
9345,Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13
9346,Bratz,GBA,2002,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13
9347,Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13
9348,King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
9349,Winter Stars,Wii,2011,Sports,Deep Silver,0.06,0.07,0.0,0.01,0.13
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13
9351,The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Action,Banpresto,0.0,0.0,0.13,0.0,0.13
9353,Blade II,XB,2002,Action,Activision,0.1,0.03,0.0,0.0,0.13
9354,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9355,Baseball Advance,GBA,2002,Sports,Sega,0.1,0.04,0.0,0.0,0.13
9356,Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,0.07,0.05,0.0,0.02,0.13
9357,Retro Atari Classics,DS,2005,Misc,Atari,0.12,0.0,0.0,0.01,0.13
9358,NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
9359,Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9360,Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,0.13,0.0,0.0,0.01,0.13
9361,Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
9362,Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
9363,Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13
9364,Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,0.0,0.0,0.13,0.0,0.13
9366,Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.06,0.0,0.01,0.13
9367,Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13
9368,NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Simulation,Bethesda Softworks,0.07,0.05,0.0,0.02,0.13
9369,Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0.0,0.0,0.13
9370,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13
9371,Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.03,0.0,0.01,0.13
9372,Euro Truck Simulator 2,PC,2012,Action,SCS Software,0.0,0.12,0.0,0.02,0.13
9373,DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0.0,0.01,0.13
9374,WipeOut 3 The Game,WiiU,2012,Action,Activision,0.12,0.0,0.0,0.01,0.13
9375,Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
9376,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13
9377,Brain Assist,DS,2007,Misc,Sega,0.12,0.0,0.0,0.01,0.13
9378,Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9379,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
9380,Space Camp,Wii,2009,Action,Activision,0.12,0.0,0.0,0.01,0.13
9381,SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.13
9382,Bakugan: Battle Trainer,DS,2010,Action,Activision,0.12,0.0,0.0,0.01,0.13
9383,Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13
9384,Monster Rancher DS,DS,2008,Role-Playing,Tecmo Koei,0.08,0.0,0.05,0.01,0.13
9385,Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
9386,Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13
9388,NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,0.13
9389,Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13
9390,Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13
9391,James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.07,0.05,0.0,0.01,0.13
9392,Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0.0,0.0,0.13
9393,NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
9394,Transworld Surf,XB,,Sports,Atari,0.1,0.03,0.0,0.0,0.13
9395,Rugby 15,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0.0,0.02,0.13
9396,MLB 11: The Show,PS2,2011,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9397,Castrol Honda Superbike Racing,PS,1998,Racing,THQ,0.07,0.05,0.0,0.01,0.13
9398,History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0.0,0.0,0.01,0.13
9399,Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0.0,0.02,0.13
9400,My Spanish Coach,PSP,2008,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9401,Chessmaster,XB,2004,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13
9402,Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0.0,0.0,0.01,0.13
9403,Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13
9404,Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0.03,0.0,0.0,0.13
9405,Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0.0,0.0,0.13,0.0,0.13
9406,Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,0.12,0.0,0.0,0.01,0.13
9407,The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.08,0.04,0.0,0.01,0.13
9409,NHL 2003,GC,2002,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9410,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
9411,Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.13
9412,My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.12,0.0,0.0,0.01,0.13
9413,Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9414,Shining Force III,SAT,1997,Strategy,Sega,0.0,0.0,0.13,0.0,0.13
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9416,Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9417,WWE Survivor Series,GBA,2004,Fighting,THQ,0.09,0.04,0.0,0.0,0.13
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0.0,0.0,0.13,0.0,0.13
9419,Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9420,Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.02,0.03,0.01,0.13
9421,Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
9422,Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9423,Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0.0,0.01,0.13
9424,Winning Post 5,PS2,2001,Sports,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9425,Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,0.08,0.04,0.0,0.01,0.13
9427,All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0.0,0.0,0.01,0.13
9428,Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
9429,RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13
9430,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.01,0.05,0.06,0.01,0.13
9431,SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,0.11,0.02,0.0,0.01,0.13
9432,Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9433,Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0.0,0.0,0.01,0.13
9434,The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
9435,Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,0.12,0.0,0.0,0.01,0.13
9436,Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0.0,0.0,0.13,0.0,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13
9438,Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13
9439,Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13
9440,Attack on Titan (KOEI),PSV,2016,Action,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9441,Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0.0,0.0,0.13,0.0,0.13
9442,Family Fortunes,Wii,2009,Misc,Mindscape,0.0,0.12,0.0,0.01,0.13
9443,Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.08,0.03,0.0,0.02,0.13
9444,Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9445,Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13
9446,The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
9448,Amagami,PS2,2009,Adventure,Enterbrain,0.0,0.0,0.13,0.0,0.13
9449,Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.13
9450,How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.08,0.0,0.02,0.13
9451,NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13
9452,The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.09,0.0,0.01,0.13
9453,NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
9454,No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13
9455,Fire ProWrestling,GBA,2001,Fighting,Spike,0.09,0.03,0.0,0.0,0.13
9456,Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13
9457,Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0.0,0.0,0.13
9458,Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
9459,The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9460,MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0.0,0.0,0.13
9461,Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0.0,0.0,0.01,0.13
9462,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
9463,Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13
9464,Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.03,0.02,0.01,0.13
9465,Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.1,0.02,0.0,0.01,0.13
9466,Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0.0,0.0,0.13
9467,Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.08,0.04,0.0,0.01,0.13
9468,Sally's Salon,DS,2008,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13
9469,The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01,0.13
9470,Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
9471,NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0.0,0.0,0.01,0.13
9472,Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,0.12,0.0,0.0,0.01,0.13
9473,Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13
9474,Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.1,0.03,0.0,0.0,0.13
9475,Under Night In-Birth,PS3,2014,Fighting,Nippon Ichi Software,0.06,0.02,0.04,0.02,0.13
9476,Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13
9477,Street Fighter IV,PC,,Fighting,Capcom,0.07,0.04,0.0,0.02,0.13
9478,Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0.0,0.0,0.13,0.0,0.13
9479,Harvest Moon DS (jp sales),DS,2005,Simulation,Rising Star Games,0.0,0.0,0.13,0.0,0.13
9480,Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13
9481,Sin and Punishment,N64,2000,Shooter,Nintendo,0.0,0.0,0.13,0.0,0.13
9482,NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0.0,0.0,0.13
9483,Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13
9484,Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0.0,0.02,0.13
9485,Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0.0,0.0,0.01,0.13
9486,Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13
9487,Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13
9488,Sonic Riders,XB,2006,Racing,Sega,0.1,0.03,0.0,0.0,0.13
9489,Shimano Xtreme Fishing,Wii,2009,Sports,Mastiff,0.12,0.0,0.0,0.01,0.13
9490,The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.08,0.04,0.0,0.01,0.13
9491,TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.09,0.02,0.0,0.02,0.13
9492,Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.06,0.05,0.0,0.02,0.13
9493,Barbie and the Three Musketeers,DS,2009,Adventure,Activision,0.12,0.0,0.0,0.01,0.13
9494,Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9495,The House of the Dead,SAT,1997,Shooter,Sega,0.0,0.0,0.13,0.0,0.13
9496,DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.09,0.03,0.0,0.01,0.13
9497,RealSports Volleyball,2600,1981,Sports,Atari,0.12,0.01,0.0,0.0,0.13
9498,Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13
9499,Smart Boy's Gameroom,DS,2007,Misc,505 Games,0.12,0.0,0.0,0.01,0.13
9500,NightCaster,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13
9501,RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.1,0.03,0.0,0.0,0.13
9502,FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9503,Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
9504,MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.11,0.0,0.0,0.02,0.13
9505,Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13
9506,Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13
9507,Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9508,Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0.0,0.01,0.13
